Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount, Profit ,Cluster,Customer Category
3611,CA-2017-140228,4/28/2017,5/3/2017,Standard Class,GB-14530,George Bell,Corporate,Newark,Ohio,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",$177.57 ,2,20%,($37.73),0,Moderate
3612,US-2019-131674,11/29/2019,12/1/2019,Second Class,NC-18535,Nick Crebassa,Corporate,Dallas,Texas,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,$58.42 ,2,20%,$16.79 ,0,Moderate
3613,CA-2018-110093,12/3/2018,12/8/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",$16.45 ,2,20%,$5.55 ,0,Moderate
3614,CA-2018-110093,12/3/2018,12/8/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,Philadelphia,Pennsylvania,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",$36.78 ,2,20%,$10.58 ,0,Moderate
3615,CA-2020-112529,11/19/2020,11/21/2020,First Class,SC-20770,Stewart Carmichael,Corporate,San Antonio,Texas,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",$718.12 ,6,30%,($71.81),0,Moderate
3616,CA-2020-112529,11/19/2020,11/21/2020,First Class,SC-20770,Stewart Carmichael,Corporate,San Antonio,Texas,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,$31.78 ,4,20%,$8.74 ,0,Moderate
3617,CA-2019-154536,9/5/2019,9/9/2019,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",$9.56 ,5,70%,($7.33),2,Unprofitable
3618,CA-2020-141929,9/4/2020,9/8/2020,Standard Class,RA-19285,Ralph Arnett,Consumer,Los Angeles,California,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$487.98 ,2,20%,$152.49 ,0,Moderate
3619,CA-2020-141929,9/4/2020,9/8/2020,Standard Class,RA-19285,Ralph Arnett,Consumer,Los Angeles,California,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,$5.56 ,1,20%,$1.74 ,0,Moderate
3620,CA-2020-141929,9/4/2020,9/8/2020,Standard Class,RA-19285,Ralph Arnett,Consumer,Los Angeles,California,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",$217.85 ,5,0%,$65.35 ,0,Moderate
3621,CA-2019-109743,9/22/2019,9/29/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,Smyrna,Tennessee,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,$40.78 ,3,20%,$4.59 ,0,Moderate
3622,CA-2019-109743,9/22/2019,9/29/2019,Standard Class,SH-19975,Sally Hughsby,Corporate,Smyrna,Tennessee,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,$63.94 ,8,20%,$5.59 ,0,Moderate
3623,CA-2017-159184,9/14/2017,9/19/2017,Standard Class,JC-15775,John Castell,Consumer,Macon,Georgia,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",$142.40 ,5,0%,$52.69 ,0,Moderate
3624,CA-2017-159184,9/14/2017,9/19/2017,Standard Class,JC-15775,John Castell,Consumer,Macon,Georgia,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,$7.16 ,2,0%,$3.44 ,0,Moderate
3625,CA-2020-113530,5/19/2020,5/21/2020,Second Class,BC-11125,Becky Castell,Home Office,San Francisco,California,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",$681.41 ,12,20%,$42.59 ,0,Moderate
3626,CA-2020-113530,5/19/2020,5/21/2020,Second Class,BC-11125,Becky Castell,Home Office,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,$3.52 ,2,0%,$1.02 ,0,Moderate
3627,CA-2020-113530,5/19/2020,5/21/2020,Second Class,BC-11125,Becky Castell,Home Office,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,$5.58 ,1,0%,$1.39 ,0,Moderate
3628,CA-2020-113530,5/19/2020,5/21/2020,Second Class,BC-11125,Becky Castell,Home Office,San Francisco,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$36.32 ,1,0%,$10.90 ,0,Moderate
3629,CA-2017-169726,8/9/2017,8/13/2017,Standard Class,JH-15985,Joseph Holt,Consumer,Seattle,Washington,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"$2,060.74 ",7,20%,$643.98 ,1,High-valued
3630,CA-2020-155957,11/26/2020,11/30/2020,Standard Class,CC-12610,Corey Catlett,Corporate,Columbus,Ohio,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$52.27 ,3,20%,$9.80 ,0,Moderate
3631,CA-2020-155957,11/26/2020,11/30/2020,Standard Class,CC-12610,Corey Catlett,Corporate,Columbus,Ohio,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,$213.14 ,7,20%,$23.98 ,0,Moderate
3632,CA-2020-132178,5/3/2020,5/8/2020,Second Class,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$69.52 ,2,0%,$19.47 ,0,Moderate
3633,CA-2020-132178,5/3/2020,5/8/2020,Second Class,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,$763.44 ,8,0%,$45.81 ,0,Moderate
3634,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,$9.22 ,4,20%,$3.34 ,0,Moderate
3635,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,$41.96 ,7,40%,($9.79),2,Unprofitable
3636,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,$89.57 ,2,20%,$32.47 ,0,Moderate
3637,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",$22.25 ,3,20%,$7.51 ,0,Moderate
3638,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",$334.88 ,4,20%,$29.30 ,0,Moderate
3639,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,$148.29 ,7,20%,$29.66 ,0,Moderate
3640,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,$4.62 ,1,20%,$1.68 ,0,Moderate
3641,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",$178.92 ,7,20%,($29.07),0,Moderate
3642,CA-2019-145177,11/10/2019,11/14/2019,Standard Class,PP-18955,Paul Prost,Home Office,Springfield,Ohio,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$69.89 ,7,70%,($46.59),2,Unprofitable
3643,CA-2017-156594,12/20/2017,12/23/2017,Second Class,MC-17845,Michael Chen,Consumer,Los Angeles,California,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,$487.98 ,2,20%,$152.49 ,0,Moderate
3644,CA-2017-156594,12/20/2017,12/23/2017,Second Class,MC-17845,Michael Chen,Consumer,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,$47.30 ,2,0%,$12.30 ,0,Moderate
3645,CA-2017-156594,12/20/2017,12/23/2017,Second Class,MC-17845,Michael Chen,Consumer,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,$4.13 ,1,0%,$1.16 ,0,Moderate
3646,CA-2017-156594,12/20/2017,12/23/2017,Second Class,MC-17845,Michael Chen,Consumer,Los Angeles,California,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",$155.12 ,5,20%,$50.41 ,0,Moderate
3647,CA-2017-146528,7/25/2017,7/27/2017,Second Class,VF-21715,Vicky Freymann,Home Office,Los Angeles,California,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,$6.48 ,1,0%,$3.18 ,0,Moderate
3648,CA-2017-146528,7/25/2017,7/27/2017,Second Class,VF-21715,Vicky Freymann,Home Office,Los Angeles,California,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,$15.52 ,4,0%,$4.50 ,0,Moderate
3649,CA-2018-168459,11/22/2018,11/27/2018,Standard Class,MC-17275,Marc Crier,Consumer,Memphis,Tennessee,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",$2.95 ,2,70%,($2.06),2,Unprofitable
3650,CA-2018-168459,11/22/2018,11/27/2018,Standard Class,MC-17275,Marc Crier,Consumer,Memphis,Tennessee,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$55.10 ,6,20%,$18.60 ,0,Moderate
3651,CA-2020-109960,12/9/2020,12/11/2020,Second Class,DB-13210,Dean Braden,Consumer,Detroit,Michigan,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",$104.88 ,6,0%,$41.95 ,0,Moderate
3652,CA-2020-109960,12/9/2020,12/11/2020,Second Class,DB-13210,Dean Braden,Consumer,Detroit,Michigan,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,$34.70 ,5,0%,$12.49 ,0,Moderate
3653,CA-2020-109960,12/9/2020,12/11/2020,Second Class,DB-13210,Dean Braden,Consumer,Detroit,Michigan,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,$33.72 ,4,0%,$15.51 ,0,Moderate
3654,CA-2020-109960,12/9/2020,12/11/2020,Second Class,DB-13210,Dean Braden,Consumer,Detroit,Michigan,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,$14.94 ,3,0%,$7.02 ,0,Moderate
3655,CA-2020-133004,8/31/2020,9/5/2020,Standard Class,AJ-10945,Ashley Jarboe,Consumer,Lawrence,Indiana,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,$638.73 ,9,0%,$166.07 ,0,Moderate
3656,CA-2020-168102,4/24/2020,4/30/2020,Standard Class,CP-12340,Christine Phan,Corporate,Jacksonville,Florida,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,$113.57 ,2,20%,($21.29),0,Moderate
3657,CA-2020-158036,9/8/2020,9/14/2020,Standard Class,DB-13555,Dorothy Badders,Corporate,Dublin,Ohio,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,$9.10 ,1,20%,$1.71 ,0,Moderate
3658,CA-2018-128083,3/12/2018,3/17/2018,Standard Class,EB-13750,Edward Becker,Corporate,Plantation,Florida,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,$8.69 ,3,20%,$2.93 ,0,Moderate
3659,CA-2018-128083,3/12/2018,3/17/2018,Standard Class,EB-13750,Edward Becker,Corporate,Plantation,Florida,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",$30.88 ,4,20%,$3.86 ,0,Moderate
3660,CA-2018-128083,3/12/2018,3/17/2018,Standard Class,EB-13750,Edward Becker,Corporate,Plantation,Florida,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,$6.41 ,3,20%,$1.44 ,0,Moderate
3661,CA-2019-161676,7/18/2019,7/23/2019,Standard Class,JP-15460,Jennifer Patt,Corporate,Glendale,Arizona,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",$33.80 ,5,20%,$4.22 ,0,Moderate
3662,CA-2019-155005,6/13/2019,6/15/2019,Second Class,SC-20050,Sample Company A,Home Office,Jackson,Michigan,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,$377.97 ,3,0%,$94.49 ,0,Moderate
3663,US-2020-129777,7/3/2020,7/9/2020,Standard Class,FM-14290,Frank Merwin,Home Office,Quincy,Massachusetts,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",$258.90 ,10,0%,$93.20 ,0,Moderate
3664,US-2020-129777,7/3/2020,7/9/2020,Standard Class,FM-14290,Frank Merwin,Home Office,Quincy,Massachusetts,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,$24.56 ,2,0%,$11.54 ,0,Moderate
3665,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,$27.89 ,7,20%,$9.06 ,0,Moderate
3666,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",$6.46 ,4,70%,($4.52),2,Unprofitable
3667,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,$52.68 ,3,20%,$19.76 ,0,Moderate
3668,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,$13.88 ,5,20%,($2.60),0,Moderate
3669,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,$103.92 ,10,20%,($18.19),0,Moderate
3670,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,$11.52 ,5,20%,$3.74 ,0,Moderate
3671,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,$10.37 ,2,20%,$3.63 ,0,Moderate
3672,CA-2017-129364,12/8/2017,12/13/2017,Standard Class,TB-21250,Tim Brockman,Consumer,Salem,Oregon,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,$39.07 ,3,20%,$2.93 ,0,Moderate
3673,CA-2019-104969,4/8/2019,4/14/2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Troy,Ohio,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,$8.87 ,1,20%,$3.22 ,0,Moderate
3674,CA-2019-104969,4/8/2019,4/14/2019,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Troy,Ohio,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,$121.10 ,6,70%,($100.92),2,Unprofitable
3675,CA-2020-154109,11/6/2020,11/11/2020,Standard Class,ML-17410,Maris LaWare,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",$127.37 ,2,30%,($30.93),0,Moderate
3676,CA-2020-154109,11/6/2020,11/11/2020,Standard Class,ML-17410,Maris LaWare,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,$47.95 ,3,20%,$16.18 ,0,Moderate
3677,CA-2018-156440,12/5/2018,12/9/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,San Diego,California,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",$44.46 ,2,0%,$14.67 ,0,Moderate
3678,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,$15.80 ,4,0%,$5.06 ,0,Moderate
3679,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,$464.97 ,3,0%,$209.24 ,0,Moderate
3680,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,$181.96 ,2,0%,$20.02 ,0,Moderate
3681,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",$12.39 ,3,0%,$5.70 ,0,Moderate
3682,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$84.09 ,3,0%,$42.05 ,0,Moderate
3683,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,$79.36 ,4,0%,$32.54 ,0,Moderate
3684,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,$153.36 ,9,0%,$70.55 ,0,Moderate
3685,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,$43.68 ,6,0%,$21.40 ,0,Moderate
3686,CA-2018-132626,7/9/2018,7/14/2018,Standard Class,BT-11680,Brian Thompson,Consumer,Clinton,Maryland,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,$98.21 ,7,0%,$28.48 ,0,Moderate
3687,CA-2019-102792,12/13/2019,12/19/2019,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Riverside,California,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,$9.84 ,3,0%,$3.25 ,0,Moderate
3688,CA-2019-108567,5/20/2019,5/24/2019,Standard Class,DB-13210,Dean Braden,Consumer,Port Saint Lucie,Florida,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$2.69 ,2,70%,($2.25),2,Unprofitable
3689,CA-2020-140760,6/2/2020,6/5/2020,Second Class,DO-13435,Denny Ordway,Consumer,Mesa,Arizona,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),$25.34 ,6,20%,$7.92 ,0,Moderate
3690,CA-2020-140760,6/2/2020,6/5/2020,Second Class,DO-13435,Denny Ordway,Consumer,Mesa,Arizona,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",$43.92 ,5,20%,$15.92 ,0,Moderate
3691,US-2018-131359,10/30/2018,11/2/2018,Second Class,FA-14230,Frank Atkinson,Corporate,Denver,Colorado,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,$59.99 ,2,70%,($46.00),2,Unprofitable
3692,US-2018-131359,10/30/2018,11/2/2018,Second Class,FA-14230,Frank Atkinson,Corporate,Denver,Colorado,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,$439.99 ,1,20%,$165.00 ,0,Moderate
3693,US-2018-131359,10/30/2018,11/2/2018,Second Class,FA-14230,Frank Atkinson,Corporate,Denver,Colorado,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,$87.96 ,5,20%,$30.79 ,0,Moderate
3694,US-2018-131359,10/30/2018,11/2/2018,Second Class,FA-14230,Frank Atkinson,Corporate,Denver,Colorado,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",$15.49 ,4,20%,$3.68 ,0,Moderate
3695,CA-2019-142097,10/15/2019,10/20/2019,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,$232.96 ,7,0%,$116.48 ,0,Moderate
3696,CA-2019-142097,10/15/2019,10/20/2019,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,$66.54 ,6,0%,$32.60 ,0,Moderate
3697,CA-2019-142097,10/15/2019,10/20/2019,Standard Class,QJ-19255,Quincy Jones,Corporate,Springfield,Virginia,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,$43.26 ,3,0%,$14.28 ,0,Moderate
3698,CA-2018-151680,11/19/2018,11/21/2018,Second Class,TC-21475,Tony Chapman,Home Office,Seattle,Washington,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",$141.96 ,2,0%,$22.71 ,0,Moderate
3699,CA-2017-140039,9/13/2017,9/17/2017,Standard Class,ON-18715,Odella Nelson,Corporate,Tempe,Arizona,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,$79.40 ,5,20%,$5.96 ,0,Moderate
3700,CA-2020-160416,11/13/2020,11/18/2020,Second Class,AD-10180,Alan Dominguez,Home Office,Yonkers,New York,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,$163.96 ,4,0%,$70.50 ,0,Moderate
3701,CA-2020-169411,12/24/2020,12/29/2020,Standard Class,AC-10615,Ann Chong,Corporate,Rochester,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",$37.93 ,1,0%,$6.83 ,0,Moderate
3702,CA-2019-126543,1/9/2019,1/13/2019,Second Class,MF-17665,Maureen Fritzler,Corporate,Toledo,Ohio,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",$15.17 ,2,20%,$3.79 ,0,Moderate
3703,CA-2018-104941,6/13/2018,6/19/2018,Standard Class,DH-13075,Dave Hallsten,Corporate,Decatur,Alabama,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,$24.78 ,6,0%,$6.94 ,0,Moderate
3704,CA-2018-104941,6/13/2018,6/19/2018,Standard Class,DH-13075,Dave Hallsten,Corporate,Decatur,Alabama,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,$19.14 ,3,0%,$8.80 ,0,Moderate
3705,CA-2018-104941,6/13/2018,6/19/2018,Standard Class,DH-13075,Dave Hallsten,Corporate,Decatur,Alabama,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,$899.97 ,3,0%,$314.99 ,0,Moderate
3706,CA-2018-104941,6/13/2018,6/19/2018,Standard Class,DH-13075,Dave Hallsten,Corporate,Decatur,Alabama,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,$32.40 ,5,0%,$15.55 ,0,Moderate
3707,CA-2020-160087,3/18/2020,3/22/2020,Standard Class,EN-13780,Edward Nazzal,Consumer,Dallas,Texas,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,$23.83 ,3,20%,$6.55 ,0,Moderate
3708,CA-2017-120544,11/23/2017,11/27/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,Mesquite,Texas,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,$6.37 ,2,60%,($2.55),2,Unprofitable
3709,CA-2017-120544,11/23/2017,11/27/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,Mesquite,Texas,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",$34.18 ,3,80%,($87.15),2,Unprofitable
3710,CA-2017-120544,11/23/2017,11/27/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,Mesquite,Texas,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,$5.54 ,7,20%,$1.66 ,0,Moderate
3711,CA-2020-113670,10/15/2020,10/17/2020,First Class,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,$510.24 ,3,20%,$6.38 ,0,Moderate
3712,CA-2020-113670,10/15/2020,10/17/2020,First Class,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,$204.95 ,5,0%,$100.43 ,0,Moderate
3713,CA-2020-166198,4/21/2020,4/24/2020,First Class,JW-15955,Joni Wasserman,Consumer,Seattle,Washington,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",$11.54 ,1,0%,$3.46 ,0,Moderate
3714,CA-2020-166198,4/21/2020,4/24/2020,First Class,JW-15955,Joni Wasserman,Consumer,Seattle,Washington,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,$162.60 ,3,0%,$34.15 ,0,Moderate
3715,CA-2017-135608,12/8/2017,12/10/2017,Second Class,JK-15625,Jim Karlsson,Consumer,Olympia,Washington,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,$45.68 ,2,0%,$21.01 ,0,Moderate
